,cleaned_tweet,label
18437,side bxtches gettin lit outchea yall bird better tighten,1
18438,tell anything bitch better get thank fuck wrong dumb wan famous mixtapes cant,1
18439,bitch fake ask,1
18440,nomatter much feeling cant compete girl throw pussy gon always take,1
18441,miss nigger,1
18442,sugar daddy following bitch fuckin hoe use friend bullshit,1
18443,shinow dont wan rant first impression would bitch lmao,1
18444,hate copy cat bitch monkey see monkey bitch,1
18445,nobody care kirk bosley noi care bout cousin hoe,1
18446,block bitch wassup,1
18447,nite bitch,1
18448,hmu talmbout match pull niccas wit smfh shit like kill,1
18449,bos bitch,1
18450,real life want give pussy bad mad fucking,1
18451,sometime got shut tha fun get tha rite get ugly hoe eat,1
18452,hoe gone hoe dat nigga broke hoe act funny,1
18453,swear zee niccas aint got update yetltim right wit cha bruh,1
18454,talking shit pocket aint shit bitch aint shit life aint shit nigga aint shit nig,1
18455,pussy fatter dick lmao,1
18456,bitch amp niggaz imaginary hater,0
18457,idc story petey pablo said name freek leek automatically hoe,1
18458,heat lost medical marijuana got rejected rick scott got reelected still hoe today bad day,1
18459,every bitch houston look good,1
18460,hahahaha sign funny bitch,1
18461,heard bitch say ugly nigga thank different say mainline dont treat different,1
18462,ever wan text somebody like bitch die hope dont wake low dirty muthafxcka,1
18463,bitch nigga couldnt live cold lifetyle,1
18464,yall hoe love football,1
18465,bruh wash dish sink come upstairs eat pussy,1
18466,fuck gettin swole like everyday nigger,1
18467,swear huge bitch think baddest,1
18468,imma cool bitch bitch dont like personal problem,1
18469,yall hoe need admit,1
18470,god thinking lol people school showing nigguh video like famous,1
18471,dont try play ill hoe harder,1
18472,hoe sad man,1
18473,yall bitch like looking,1
18474,chris brown trash,2
18475,leave man dead broke bitch rap nigga hoe shit,1
18476,asked get pink bunny one time brought yellow chick,2
18477,lmfaooooo gtrt lmaoo thats got dougie yamming coon beat boxing,0
18478,drop hoe wrong one got bring back lmfaooooooo,1
18479,got watch hoe swear,1
18480,meanwhile texas yearold man facing year life prison worth pot brownie,2
18481,truth told hoe,1
18482,real nigga would never hurt cry pussy didnt get two year kinda gay shit,1
18483,pussy nigga suck dick cry someone mention tweet person cry,0
18484,lord please dont let bitch kill vibe,1
18485,yall nigga jus give pussy wonder yall feel reading nervous huh thinkin yall bout,1
18486,life short walkin round mad bitch,1
18487,bitch jus love get madd,1
18488,pussy like girl damn pussy gay,1
18489,bitch ever problem aint checked shit twitter,1
18490,met lil bitch wit long name mufucka letter den tennessee gorilla ina pussy rip,1
18491,still put pride front feeling yes bitch still childish,1
18492,waif pussy feesgtgtgtgt bye lawrence,1
18493,single life hitting zero like dont even want hoe,1
18494,swear bitch think still highschool,1
18495,believe there hood heaven cause devil gots bad bitch,1
18496,man proofread amp edited niggah sentencefeel like back grade daily oral,1
18497,boy clean bitchesyou loved damn sandal,1
18498,lmaoooooo cuddle sliding something thick pussy warning,1
18499,yall nigga entertain nicole bitch dont see yall ever take bitch posted naked pic serious,0
18500,cant say certain shit front bitch dont,1
18501,nigga catching attitude expect bitch beg plenty sorrys figure whats problem,1
18502,sellin soul material wish fast car amp bitch,1
18503,dont wan hear sgt name come outta preezys mouth couldnt bothered keep pie,2
18504,lil stupid bitch aint fucking,1
18505,whats difference main amp side bitch shit yall getting feed lie amp dick,1
18506,bitch old enough get tell,1
18507,invest curtain bitch,1
18508,bad built yall built like tractor yall got relationship bitch mine,1
18509,wonder oomf like want fuck would wrong one brave bitch,1
18510,bitch cant nothin,1
18511,sex date dont mean hoe waiting day wont make wife cute pic dont mean yall happy title,1
18512,relationship there gon bitch badder nigga better nigga thats loyalty,1
18513,jealous bitch squirt,1
18514,zulema dont worry bitch act bold somebody back cool tho got anything,1
18515,bring winter back degree shit birdsget fukkk outta bro,1
18516,sense humor back back lil bitch,1
18517,hope recruiting woman isi open jihadi finishing school,2
18518,dollar every bobby pin ive lost one rich bitch,1
18519,dont care bitch say kesha awesome,1
18520,hoe aint loyal,1
18521,someone find georgia fan talked trash told hope dont end like tennessee tell,2
18522,lakers oni thought trash day monday,2
18523,bitch dumbbbb everywhere trev,1
18524,cant stand fuck nigga bitch,1
18525,everybody tryna fuck next nigga bitch knowin bitch next nigga bitch,0
18526,people realize jig,2
18527,learned japanese political plot assassinate charlie chaplin,2
18528,type guy bitch hot still sweating,1
18529,want valentine day big booty hoe,1
18530,happy birthday fag boy,1
18531,hannah retarded dont listen,1
18532,dont get started potato head lookin bitch,1
18533,cause free bird bird change,2
18534,call guy talk shit fag use another word hypocrite,1
18535,cum pussy dont tryna rub like porno cuz get pregnant tha,1
18536,got nigga amp got bitch want,0
18537,diii bitch,1
18538,know nigga side bitch boring,1
18539,charlie baker,2
18540,person like yellow starburst feel,2
18541,thats god made brownie replace boy,2
18542,girl bring hoe trying get know,1
18543,amp discussing awful fashion choice yellow overall short boxer legging,2
18544,also part release day gift yes get adorable bumblebee bear,2
18545,omg nathaniel come pussy pussy lol,1
18546,thats meanssome kid called like morning asking wanted hit slope,2
18547,know aint good hoe gon wawawaaaaannnnnt,1
18548,get bitch,1
18549,night like wish ride low chevy hit switch city burning killa bitch,1
18550,crabtree woulda caught sherman game yall woulda said sherman trash amp got,2
18551,year eating still beard mythology eat pussy help beard grow,1
18552,want taco truck taco brenda amp mom bitch smacking,1
18553,saw someone riding bike wearing camo bitch asking get hit,1
18554,america like drunken redneck flailing fist around raving incoherently kind funny also,1
18555,thanks follow hun,2
18556,stfu stupid bitch god damn unfuckingfollow shit,1
18557,fuck nigga would wan continue mess messy bitch somebody,0
18558,drinking last drop washing teapot,2
18559,school admins take hungry kid lunch amp throw trash lunch fund arent paid thatll teach,2
18560,longer willing claim like queer rallying cry,1
18561,dumb bitch one thing thatll never become extinct thats real,1
18562,bitch macdonalds sayu look lil devilish day homeyoh well bitchi woke like thisi woke like thisbey,1
18563,saying care come privileged position may never experience queer person may,1
18564,run wildcat let romo run deep post murray bomb bitch tony,1
18565,feel bad young girl already hoe,1
18566,man shittin hoe youre cute make,1
18567,damn bitch phone line,1
18568,ball roll slope amp found natural spot defending brother amp scumbag,2
18569,fairy fun losing wing doesnt mean arent way fly,2
18570,yessss bitch,1
18571,aint talk mova week first thing say shy benny,2
18572,tell bitch nigga,1
18573,lebron still bitch suck nigger hope die,0
18574,trash eating trash,0
18575,lol litetally walking trash,2
18576,mom ive dropping excuse done fake bitch done grad,1
18577,coming charlie baker campaign admits may wrong emotional fisherman story,2
18578,posted thunder buddy status yesterday slap yourselfyour basic bitch,1
18579,finna punch bitch front girl,1
18580,kinda pathetic bitch bgc amp acting childish,1
18581,jordan wearing bitch need grow,1
18582,tiny girl cant trust bitch named tameka way,1
18583,bitch break start lol another nigga gone good bruh,1
18584,hey arlington democrat early bird join tomorrow second saturday april,2
18585,bitch like,1
18586,bitch dont like always gone think ugly,1
18587,bitch jus blew high drugssss,1
18588,let girl get disrespected dont nothing born bitch cuz bitch nigga,1
18589,face damn flawless know pussy taste like peach life goal lmfaooooooo,1
18590,dick make yall hoe feel relevant evaluate whole life thanks,1
18591,pussy,1
18592,time hoe,1
18593,one man trash another man treasureperfectly explains stripper daddy issue,2
18594,quote last night telling find curved stick shell make crossbow shoot bird,2
18595,fuking bitch dont move say excuse whats wrong world,1
18596,bitch boy,1
18597,contrary belief queer dont around looking thing offended cisheteros say darne,1
18598,flirting bitch twitter like,1
18599,basic tongue ring suck dick basic costume recipe hoe ready work,1
18600,teacher abuse position there teaching discipline there cunt cunt,0
18601,walk like big bitch,1
18602,nigga act like straight bitch,1
18603,youre gon smoke weed alcohol stupid faggot getting stupid drinking,1
18604,yall hoe looking bad avis look rest pic ugly shit,1
18605,feel like main reason bitch still stank genuinely dont know wash prope,1
18606,drop bitch atomic bomb,1
18607,silly little monkey,2
18608,everybody sayin dont listen dont bitch gone learn one day,1
18609,ayy fag still party tonight,1
18610,real nigga know matter hungry better let bitch cool,1
18611,damn faggot,1
18612,monkey hell,2
18613,older get less give fuck beef bitch please loosing friend bitch bye drama ill pas,1
18614,retweet dick choke bitch,1
18615,bitch,1
18616,lol seen ike kindergarten teacher start sexual relationship,2
18617,bitch bye dawg look shit,1
18618,genius fat nigga pussy since statin fact,1
18619,bitch took flight,1
18620,throw trash,2
18621,spit animal cracker doesnt even taste like hippo,2
18622,took hoe burger king,1
18623,hurt feeling phone pull hoe wit nice weave,1
18624,always anime faggot got shit say lmao love damn cartoon lol fuckin nerd,1
18625,youre retard,0
18626,lebron doesnt turn til december made trip faster kobe shaq mike bird hell back yal act like retirin,2
18627,aye fam think line saw bad bitch bridget room,1
18628,ayo take pic fam think bitch gon fuck pic,1
18629,burger day old eat old pussy fine right,1
18630,stuck middle jungle see bad bitch chillin mango tree,1
18631,main bitch saying hate send pic nigga answering every single one ricearonis request,1
18632,keep avi hoe,1
18633,fuck cash hoe,1
18634,want filled hot nigger seed,1
18635,shut bitch everyones perfect way,1
18636,dude girlfriend mom trash wedding mope folk rock,1
18637,shit heel,1
18638,one classmate offered teacher brownie someone said trying earn brownie point,2
18639,bagging thot bitch amp giving head nigga nasty amp youre better dead,1
18640,got hoe starin walk thru,1
18641,please stop talking scumbag faggot mugshot sexy dumb whore,0
18642,hoe aint got manner,1
18643,self esteem two level worthless piece shit deserves love bow bitch,1
18644,never playing flappy bird ever fuck game,1
18645,nigga like one pic amp bitch showing love bitch kill yoself,1
18646,hoe super basic give ppl liking yall pic,1
18647,lookin bos get job bitch,1
18648,unexplainable booty fucking bitch live funny,1
18649,trick nigga splurge pussy give one day ill purge pussy yoooo,1
18650,title bitch doesnt apply woman woman lil bitch,1
18651,nothing wrong ariana grande cause dont look like hoe yall got probl,1
18652,momma dead bitch really think cant connect lucky number face,1
18653,chest kobe getting docked calling ref faggot yall,1
18654,cal day giggle head yankee stadium hang derek jeter yep coaching probably weari,2
18655,run nigga get squeezing hoe hahaa,1
18656,freezing cold shit lel bird crazy,1
18657,take money gon throw party pussy,1
18658,yall bitch,1
18659,damn fuck bitch guess,1
18660,sinclair hoe dont care fat still wear yoga pant belly shirt,1
18661,lmao moral negro unlike,1
18662,like damn bitch yeah,1
18663,bet nigger waiting car key,1
18664,called ugly started pushin around run like mother fucking pussy screaming mom help htt,1
18665,halloween fast approaching please understand culture costume mock ridicule,2
18666,elect democratic nominee amos power defeat tea diane black,2
18667,elect democratic nominee charlie brown defeat gov bill haslam,2
18668,elect democratic nominee charlie hardy senate defeat tea mike enzi,2
18669,love really blind stupid cunt feeling,1
18670,wtf boy pussy lmao atl nigga sick,1
18671,spike lee one wealthy people bitch thats causing gentrification,1
18672,inconsiderate bitch,1
18673,yall claim want good amp loyal girl keep messing hoe like confused,1
18674,wonder fan feel like charlie brown lucy pull ball away,2
18675,charlie sheen realest nigga alive,1
18676,future gay culture considered cool america teen instead wiggers straggots,0
18677,instead worry bout bitch fucking dont get money,1
18678,bitch wan beef nigga grow get priority straight,1
18679,rand paul mock clinton pic failed candidate,2
18680,dont like bitch niggaz dont like,1
18681,would never trip bitch aint mine nigga clown man,1
18682,irrelevant bitch dislike reason,1
18683,well cry like little bitch,1
18684,bitch,1
18685,recommended serving size brownie,2
18686,rolling deep even got bitch running,1
18687,naw bruh member said snow bitch thats cake,1
18688,bitch aint shit hoe aint neither,1
18689,old white people complaining government tyranny like yankee upset player make much money,2
18690,good girl take month move hoe jump nigga nigga dont argue scien,1
18691,dont mention bitch past first dont give fuck second dont care third,1
18692,got nigga amp got bitch,1
18693,spineless bitch backless dressess,1
18694,yassssssssssssss nothing wrong black girl high dick standard pussy bomb nigga,1
18695,sit face sit hot stove bitch,1
18696,bae sings aint nothin cut bitch much enthusiasm,1
18697,ill naturally slap shit outa oomf bitch talk much,1
18698,new census questionstempest teapotaca stayscosts downmilgetting covered success story,2
18699,hoe loyal,1
18700,kind world live bitch getting surgery make butt bigger since woman want,1
18701,nicki minaj fake bitch walking around weave,1
18702,pussy still taste like mcdonalds fry eat pineapple everyday good,1
18703,bitch upside default picture die nobody time flip phone around see even uglier,1
18704,still craving oreo mcflurry,2
18705,california chrome bitch,1
18706,probably mentally retarded,1
18707,love say bitch,1
18708,weed aint drug fucking herb bitch,1
18709,wow well arent fucking cunt,1
18710,finna beg nigga fwm beg bitch friend fuck yall thought,1
18711,really whats concerning right looking forwd speaking john kerry tomorrow abo,2
18712,really phone talking another bitch standing middle damn field clueless,1
18713,ive read hunger game time trash,2
18714,playstation trash xbox better titty trash,1
18715,apple ceo say gay gift god part campaign sell iphone queer,1
18716,like bat signal crazy bitch,1
18717,sincerest apology main bitch chocolate dipped cinnamon apple,1
18718,trying download phone bitch,1
18719,might liberal continue trash america claiming horrible evil yet refuse leave,2
18720,nephew adam rose bet aint got hoe though,1
18721,austin mahone making bitch horny right,1
18722,men say theyre afraid daughter dont want turn hoe,1
18723,sole purpose make money otherwise youd suggest violence prevention policy actually work,2
18724,play pussy get fucked,1
18725,nigga hoe shit,1
18726,pretty yall lil bitch petty shit,1
18727,reminded hate,1
18728,people handed bar gold bitch heavy,1
18729,bae talk hoe,1
18730,miserable bitch talk shit,1
18731,cant spell slut without bitch,1
18732,wait nigga get friend girl friend hoe lol,1
18733,shes browasken ssidehe belihoeved,2
18734,loyal girl truly come smart mouth amp argumentsonly hoe let please cause,1
18735,bushco used publicly trash exofficials wrote book snow oneill etc bet wont hear pbo trashing gate,2
18736,happy birthday main hoe partner crime,1
18737,hate people ask tryna look good bitch bye,1
18738,goodnight moon moon goodnight lil bitch,1
18739,wayne really treat nicki like thats bitch,1
18740,first day spring break ate half pan brownie amp watched episode park rec amp,2
18741,beautiful wall color dont love bitch shouldnt either,1
18742,taxi driver fucking retarded doesnt know get grapevine lewisville,1
18743,bitch lame get time pop make kinda sad,1
18744,boy dumb faith boy bitch shut youre high school acting like going person marry,1
18745,girl upset cryinglet cryshe need learn stop pussy toughen,1
18746,dont send nude bitch wit trash nude,1
18747,crafty bitch best way cheat test,1
18748,thats cute mom raised bitchy little cunt,1
18749,really need take rose colored glass though got stop thinking everybody shit good intention,2
18750,bitch begging love amp loyalty theyve never giving anyone karma bitch,1
18751,peep everything know ill slap bitch smile face,1
18752,river seriously bitch dont throw hand around like year old something didnt right lol,1
18753,coach say player wont need motivation get back track following paul george injury rather theyll play,2
18754,chicago refund million made red light ticket issued yellow light shortened,2
18755,think bad well bitch meaner,1
18756,bitch say darkskin nigga fuck best see,1
18757,boosie said got bitch sip gon boosies bitch sip bio,1
18758,flappy bird deep hahaha,2
18759,make paper ball trash,2
18760,nigga damn dej loaf got bitch getting tryed,1
18761,like zero bitch nap thats gon stick side fall forreal tho lie,1
18762,mandate still effect mean marriage ban nevada unconstitutional trial court yet enter injun,2
18763,cant turn hoe house wife babbyyy,1
18764,trash can always demanding new music gawd tyga,2
18765,people say baseball boring,2
18766,bitch dress like pussy taste like hot dog water bad grade,1
18767,cant stand dont text first bitch,1
18768,fat bitch thick,1
18769,rapper name would nigger,1
18770,whats black yellow going win year wrong answer tiger wood,0
18771,nigger hair comin bitch dread back forgot century ago,1
18772,knock pussy like fight night,1
18773,fuck tweaking hoe,1
18774,baby born hipster come hospital beany,1
18775,take one female change nigga take nigga change hoe,1
18776,bitch working keep singing like aint never bust move,1
18777,mckean mckean lol hate half people lol weird hoe lol corny food still kill shit doe,1
18778,hoe get outta line featuring cat,1
18779,lol faggot know,1
18780,fuck twerking bitch cook,1
18781,know game gon make small loss possibleshe juan hoe jump,1
18782,step gauntlet bitch nut could use something wipe,1
18783,need life bottle bitch life lesson sam houston state,1
18784,guy tell doesnt eat pussy sudden dont suck dick anymore centeral washington university,1
18785,rub orange peel dick cuz dont want bitch catch cold prairie,1
18786,first adult decision made college buy guinea pig university iowa,2
18787,thing collegefession taught fact hoe aint loyal stony brook,1
18788,putting long hard dick throat least could lick little pussy illino,1
18789,know shes dyke asks men golf club,0
18790,lmao okay let address pepsi pussy real nigga know,1
18791,blow shit get fatter white trash love holiday,1
18792,want follower follow bitch,1
18793,bitch act like never seen face mask,1
18794,sharpton went big fat snitch skinny bitch either way nothing carni,1
18795,shat delta smell pussy,1
18796,notice real bitch wack,1
18797,bitch quick say let pull phone,1
18798,hoe loyal,1
18799,dont make pull pokeflute hoe,1
18800,time make bad pussy behave,1
18801,curious george curious little monkey deranged serial cat killer story man yellow hat doesnt want,2
18802,doctor available examine pussy testicle penis painlessly possible,1
18803,want eat much pussy lent,1
18804,woman werent blessed cotton candy pussy,1
18805,eating animal cracker sacrament,2
18806,bitch stick around,1
18807,syrian brought democracy training endorsesjihadis,2
18808,unfollow youre little bitch couldnt handle tweet lol,1
18809,fuck lancaster bitch,1
18810,thought sleeping bitch,1
18811,take one bitch monkey human fuck every body peace serenity,1
18812,congress really acting like bunch bitter bitchesyou cant continue refight election lostobama president,1
18813,lance stephenson trash talk didnt affect anybody lance stephenson,2
18814,know motto aint tricking shes worth fuck first trick later depending potency pussy,1
18815,female twitter brag bout loyalty call female hoe song lyric complain bout cramp twee,1
18816,got really weak bitch let somebody tweet offend especially never met person,1
18817,beany life,2
18818,funniest one lmfaoooo swag bitch,1
18819,fought little bitch old month ago,1
18820,boy get thirsty grimey girl pussy getting nigga,1
18821,derrick said cover face leave eye visible ill ton bitch,1
18822,pop molly dont hoe start poppin birth control,1
18823,lying knowing dont bored brusly fckn bald head hoe,1
18824,call old fashioned sewn together magic bird,2
18825,sick bitch bitching bitch,1
18826,need bitch,1
18827,big bitch come club dressed well flat,1
18828,hey bitch socialize love ioc cut constitution hockey mask,1
18829,dont watch fashion show bigger boob pancake bitch lol,1
18830,bitch concerned,1
18831,people forgetting logic behind purge retarded haha,1
18832,somebody say childish gambino trash,2
18833,charlie sheen get point,2
18834,may bitch least keep real,1
18835,flappy bird extreme play two bird hardcore easier two people lol,2
18836,little closer bitch,1
18837,happy birthday gayest nigga missing follow new account british cunt,1
18838,youre playing flappy bird national suicide prevention lifeline save life,2
18839,theory say ratchet pussy juicy cant proven,1
18840,aint gator youre gator bait,2
18841,fan,2
18842,omg coughing saw wiggas tweet fuckkk lol talk choking,1
18843,swear god guy bigger bitch girl,1
18844,hoe find way hoe matter,1
18845,man captured muammar gaddafi wearing yankee cap,2
18846,anyone hate charlie sheen,2
18847,dont key car bitch foreign,1
18848,tommy voeckler keep yellow andy schleck break tour contador broken incredible day,2
18849,dude probably think eating pussy sucking pussy lip fse cut,1
18850,black bitch drive fav song come,1
18851,betray slit wrist,2
18852,top notch bitch hair,1
18853,fuking every night new house cause bitch worked hard new house,1
18854,never invest money broke bitch,1
18855,cool nigga lbsits rare dont like menigga either hating mad bitch choosing,1
18856,beat pussy,1
18857,birthday wish many big booty hoe mane shit ima turn birthday,1
18858,flagrant lebrons bitch,1
18859,dont want skinny bitch get want big booty bitch,1
18860,johnny cash turned gambler guess could say didnt know never mind,1
18861,obama killed twinkie,2
18862,well known support cruelty bird sign petition,2
18863,obama golf course still looking ball charlie daniel,2
18864,lol blocked little bitch day,1
18865,aint hoe get trap house,1
18866,even hate yankee way cant like derek jeter one classiest respectful playe,2
18867,post picture woman hoe jumping bridge tonight lol,1
18868,smh hoe couldnt wait,1
18869,bitch twerking club peep change pocket,1
18870,field heart star derek jeter starred back school,2
18871,dog like tell ate bitch homework aint never gunna believe dumb,1
18872,lmao hoe day,1
18873,slow rap voice bitch suck dick faster rapping voice bitch suck dick,1
18874,berto couldnt dude wanted get kodbertos trash upshers trash fight trash,2
18875,hoooow bitch,1
18876,bitch dick dinner,1
18877,see pussy amp personality got trash nigga stopped talking sex,1
18878,lmao hoe favorite season cuffing season aint know summer hoe turning winter wifeys,1
18879,tweeted migos trash care explain supreme court confirmation hearing,2
18880,drawing organic powdered goat milk bath rose petal chopped clam eww kidding bubbl,2
18881,uhm bitch fuck wednesday suppose wear black cant sit,1
18882,lexi swear bad bitch,1
18883,lol shiiiiiit one day gon golden statue lickin shit pussy,1
18884,lol eatin shit outta sum pussy ill never serial pussy eater tho,1
18885,dont get people bitch unfollow never talked,1
18886,bitch look like care,1
18887,ipad raised kid giant pussy good job,1
18888,hoe really would sit face act like puttin world relationship fuckin whole,1
18889,gun fucking corny put assault rifle knuckle wan hand hand nra pussy spoke,1
18890,cause hoe jail cause fucking hoe bloody making call head honcho,0
18891,lmaooo friday next like son fag,0
18892,momma said pussy cat inside dog house,1
18893,fob fan know fuck fatty poor argument anything,1
18894,never hurt girlfriend make hoe happy,1
18895,stupid ignorant bitch stopped chickfila woodland support great business,1
18896,gave number bad bitch day agoshe said ill call make home starting think tha,1
18897,bitch brother jerk leave alone continue work qtip,1
18898,gameplan eat pussy beat pussy apologize pussy eating good,1
18899,want take time tonight acknowledge hoe,1
18900,used fun hoe new positive,1
18901,mature enough eat pussy time eating disrespect,1
18902,bitch luv throwing bread crumb ground complain pigeon come flocking towards,1
18903,know youre ugly ape chosen man crush youve never,2
18904,bitch come pull titty merrie,1
18905,nigga jerry room smell like bad pussy,1
18906,salute derek jetter best yankee ever,2
18907,dont fuck hoe,1
18908,kanye said mayonnaise colored benz push miracle whip,2
18909,favorite yellow album,2
18910,know one thing tho bitch come amp,1
18911,nigga gon talk bitch gon hate,1
18912,brendon urie must make boy feel like trash,2
18913,one tht see hoe pattern stop tweet week come bac love tweet bout,1
18914,ross got amber rose naked hoe aint loyal wiz aint amber rose tho,1
18915,bell hook bored nikki minaj amp think pussy old hat bored old hat pop critique,1
18916,get pick actress portrays unsolved mystery police find remains bitch,1
18917,wan pimp hoe amp ride rarris,1
18918,jay think someone alzheimers suffers alcoholism mildly retarded people shouldnt mak,2
18919,launch sack burning medical waste side someone house bird feeder porch fucking bird,1
18920,smell ready open oven pull sshitty burnt ritz cracker perfect boy,1
18921,hoo boy guinea pigd love shit shouldnt ordered full dozen,1
18922,night time fall corie latin man intrigue place bird feather glass scotch never post,2
18923,bitch fwu wan bitch,1
18924,look like wearing trash bag,2
18925,dont curve man today may need eat pussy tomorrow,1
18926,real eats pussy nut cant return favor,1
18927,top thot tattoo dream catcher bird feather inspirational quote dont live animal,2
18928,aint hoe get traphouseeee,1
18929,grade bitch,1
18930,dont mind tryin teach bitch dougie,1
18931,new year resolution fuck bitch time,1
18932,sure pretty face cripple,2
18933,dont confidence nonwhatsoever barack youre sole reason country thi,2
18934,repeat refer bitch,1
18935,violet need service get text hoe,1
18936,pussy nigga,1
18937,real game pub trash let drug get smashed,2
18938,asshole know referring girl bitch doesnt make dick bigger right,0
18939,amp rivvv bailing,1
18940,yall challenge yall gon donate cuz dont amp tiger blood donate unlike charlie,2
18941,till bird kick,2
18942,bro made want even year,1
18943,lol credit aint near good know right man job nice though,2
18944,done everything hoe ever wanted daddy nigga money,1
18945,melo bull still gon trash unless melo get special privilege allowin play allstar uniform,2
18946,life bitch,1
18947,jimmy fallon prank getting yankee fan boo robinson cano amazing,2
18948,make sure take rage unsuspecting target today chose stapler bitch coming,1
18949,completely lost mind find ahead keep bitch,1
18950,jimmy graham one ugly son bitch,1
18951,wish bitch would tell something dont know nigga girlboo,1
18952,never left hip hop fan turned hoe literally ratchet broad pretend like baske,1
18953,dreamt trash bag btw,2
18954,yea cotto frustrated didnt wan onand like bitch left ring soo,1
18955,see guy kicked long haired faggot lil video game team,1
18956,gon believe mea cripple fuckn hippo,1
18957,see moose rockin back forth corner empty room faggot hair face sayin himse,1
18958,still laugh maniac scared needlesi bet cry like bitch got gay tat,1
18959,wouldnt mind driving ghetto chula vista slap shit gyro watch stand,1
18960,two jihadis arguing stolen mampms make day,2
18961,bummy hoe cant right splash peppermint soap shit aint necessary,1
18962,clam survival instinct kick door shut,2
18963,flappy bird make smash phone face,2
18964,hover parent one bitch childrens dependence,1
18965,man bitch computer really fucking compete,1
18966,bitch artist year,1
18967,quit hoggin blunt bitch,1
18968,catchin bitch bitch catchin feeling,1
18969,dont put pussy pedestal homie,1
18970,kill bitch different real life mcm every damn monday lmao,1
18971,allen west amp slippery slope obamas constitutional contempt,2
18972,fad doc marten enjoying anal sex girbaud poser wiggers fake banger accountant jncos domin,1
18973,burn forever bitch,1
18974,one really like cant get got one really like lucky bitch,1
18975,girl ugly denna hoe whats,1
18976,idc cute shit dont matter got trash personality,1
18977,hot press here todd mcshays first postcombine nfl mock draft including new,2
18978,yank sox get together thing usually smoothly,2
18979,money baddest bitch know,1
18980,pussy good cant pull ever,1
18981,got cotton mouth eat pussy,1
18982,porno hoe funny theyll still like like tight pussy even tho dude fucking minute,1
18983,still feeling new pussy,1
18984,fuck skinny bitch,1
18985,covering misdeed creepy little leprechaun john koskinen cooked book teamster amp freddie mac,1
18986,embarrassment bitch,1
18987,sitting pretty make bitch mad pretty much,1
18988,nosey hoe hate always finding shit cant find man date,1
18989,monkey mustache thomas kienzle,2
18990,shes covering half face shes still prettier hoe skndndnddnd,1
18991,friend malibu legroom ventilation necessary professional pussyeating visit chevy,1
18992,found marehood code horse pussy,1
18993,bitch talking bout dey bout chill going bitch saying dat cause getting cold bitch,1
18994,sings careless whisper broken year old flip flop way trash,2
18995,nah talk hoe since dont wan text back shit,1
18996,swear forever bitch,1
18997,girl tweeted might ghetto bring food outside movie might stupid pay,1
18998,nah talk bitch since crush shit,1
18999,may think bitch soon get know realize first impression right bitch,1
19000,rockin rollin swaggin max bitch fashion killa busy poppin tag,1
19001,realize say omg downgraded lol xddd make seem like creepy little cunt cant seem,1
19002,let get onto slingy dingy ugly salamander lookin bitch waist time tweeti,1
19003,unfollow bitch wont cry,1
19004,bitch lol,1
19005,rip tom foley rip greg sikorskey rip charlie anaya rip well crowther rip andy frederick,2
19006,huh man gna drown pussy real,1
19007,lol everyones lil bitch,1
19008,torus amos matter ever,2
19009,hoe,1
19010,pulled dead bird garden grateful hot sun winked rotting eye socket,2
19011,bitch fucking bcuz money chance nigga money fuck,1
19012,oreo cheesecake bar,2
19013,oreo cheesecake,2
19014,ask trust clegg cameron miliband vote yes never think cunt ever,1
19015,might couple cotton picker spur play unselfish white man basketball,0
19016,man tell doesnt eat pussy ampexpects sex laugh laugh put clothes laugh,1
19017,fake bitch bruh lol,1
19018,listening bitch complaining nigga aint even,1
19019,baby goal bitch gone gone baby goal,1
19020,hate bitch run mouth,1
19021,rule pussy shit sometimes like write love note write long paragraph youve never felt way,1
19022,wise yet young thank listening bitch,1
19023,waka flaka lucky retard lol,1
19024,stranded island could bring one thing would bring dora bitch everything,1
19025,real friend dont get offended call bitch hoe slut smile call something offensive,1
19026,feel like eating pussy right fucking,1
19027,yah bitch thirsty,1
19028,half bitch say tfti wouldnt even bet,1
19029,pussy good save shit later,1
19030,female automatically assume hoe find attractive,1
19031,like know bitch sometimes people need know level,1
19032,love pussy,1
19033,there yellow writing black jerse,2
19034,surprised stupid bitch fonda troop vietnam,1
19035,see hoe,1
19036,wicked witch east done send vile bitch syria,1
19037,illadvised slant call,2
19038,act like ion kno dat bitch,1
19039,hoe acting,1
19040,trash,2
19041,messi trash,2
19042,bitch givin head watch good burger,1
19043,bank show engagement queer community hire trans woman,0
19044,went lunch bitch,1
19045,aint mad prejudice dad thats best damn pussy ever,1
19046,goodbye faggot,1
19047,hate netflix stop amp asks still watchin like yes think got amp started doin somethin life bitch put,1
19048,hobby include sarcastic bitch thats,1
19049,think pat trying say pussy bombedidk,1
19050,bostop speechlike give one tinker damn kidsthe poorany crap spoutingyouve prov,1
19051,hoe everything,1
19052,give statement thought realize make sense please think abo,2
19053,adonnis look like bout sell ghetto used car,2
19054,wrap arm around waist making dinner yellow rose pearl anything coach,2
19055,start another yellow jacket season tonight jacket fan,2
19056,riserhyme wear green dance jig amp sing lively tune,2
19057,call someone racist call white bitch sentence without losing credibility,1
19058,people person know lil gabby got hoe,1
19059,bitch yall relationship aint shit theory,1
19060,girl really comfortable dude addressing bitch sorry never fly,1
19061,shouldnt bitch anything youre person group chat,1
19062,bow bitch chief,1
